simple_number,unique_contrast_count,contrasts_in_NMA,record_id,aggregated,wwc_rating,measure_type,intervention_content,unique_study_count,...10,sort to match WWC data export,sortcode,TO1_NNMA,full_citation,contrast_name,subtract duplicated comparison samples,Abbreviated Citation,Abbreviated Citation for NNMA Paper,publication_year,OLD Abbreviated Citation,...21,study_design,contrast_id,OLD DONT USE,...25,New disaggregate,simplified contrast name (intervention),simplified contrast name (comparison),Link to MRG,contrast_primacy,measure_type_details,measure_intention,grade_level_key...33,...34,...35,...36,measure_name,domain,13domains_granularWWC,domain_numeric,intervention_n,comparison_n,full_sample_size,es_id,effect_size,standard_error,variance,contrast_name...48,subtract duplicated comparison samples from multicontrast studies to calculate overall sample size,TvsT,FULL WP,PART WP,FRACTIONS,WHOLE NUMBERS,NL_TX,N_TX,SEO_TX,...58,TES_TX,ES_TX,TV_TX,VF_TX,SV_TX,F_TX,FA_TX,FG_TX,FGA_TX,FAO_TX,FGO_TX,PRB_TX,PRM_TX,BX_TX,FB_TX,FC_TX,FBO_TX,FCO_TX,FBC_TX,FI_TX,FE_TX,FWOF_TX,FF_TX,FIO_TX,FEO_TX,FIE_TX,RS_TX,RV_TX,R2D_TX,R3D_TX,GS_TX,MS_TX,NL_COMP,N_COMP,SEO_COMP,TES_COMP,ES_COMP,TV_COMP,VF_COMP,SV_COMP,F_COMP,FA_COMP,FG_COMP,FGA_COMP,FAO_COMP,FGO_COMP,PRB_COMP,PRM_COMP,BX_COMP,FB_COMP,FC_COMP,FBO_COMP,FCO_COMP,FBC_COMP,FI_COMP,FE_COMP,FWOF_COMP,FF_COMP,FIO_COMP,FEO_COMP,FIE_COMP,RS_COMP,RV_COMP,R2D_COMP,R3D_COMP,GS_COMP,MS_COMP,intervention_prelim,comparison_prelim,Included in NMAs when n=1 were excluded,Included in NMAs when n=1 were INcluded,intervention_lowdose,comparison_lowdose,intervention_hi_or_lo,comparison_hi_or_lo,intervention_combo,comparison_combo,classrooms,schools,geographic_loc,TvsTwithICcodes,TvsTwithoutICcodes,control_nature,active_passive,control_nature_numeric,comparison_desc,control_group_relevance,dosage_minutes_per-session,dosage_weekly_freq,dosage_weeks,dosage_overall_minutes,dosage_overall_minutes_midpoint,dosage_overall_hours,group_size,group_size_average,group_size_category,grade_level,grade_level_key...156,Technology,setting,measure_class,measure_developer,measure_developer_numeric,interventionist_desc,interventionist,interventionist_numeric,initial_training,initial_training_duration,initial_training_format,ongoing_training,ongoing_training_with NR,ongoing_training_duration,ongoing_training_format,SPED or MD? (SK)NO!,research_lab,Checked,...175,...176,...177,...178,group1_id,group2_id,FF,FF.RS,NL.FF.RS,NL.RS,RS,VF.FF.RS,VF.RS,BAU,NL.SE.FF.RS,NL.SE.RS,NL.SE.VF.RS,SE.RS
88,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,286,340,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in decimal magnitude vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,88775,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Decimal Magnitude Assessment—similar items only (Malone et al., 2019)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,76,76,152,315,0.214,0.1618702934348848,0.026466434210526316,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
88,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,287,341,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in decimal magnitude vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,88775,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Fraction calculations from the fraction battery-revised,Rational Numbers,Rational Numbers Computation,3,76,76,152,316,1.551,0.18408407943040384,0.03422895065789473,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
88,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,288,342,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in decimal magnitude vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,88775,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Fraction word problems from the fraction battery-revised,Rational Numbers,Rational Numbers Word Problems/Problem Solving,3,76,76,152,317,0.574,0.16469919866470098,0.027399592105263156,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
88,Unique,1,MI30062,IN,MWOR,Main,R,NA,NA,289,343,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in decimal magnitude vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,88775,Unique,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"National Assessment of Education Progress, 22 selected items (Malone et al., 2019)",Rational Numbers,Rational Numbers Knowledge,3,76,76,152,318,0.275,0.16217007496225935,0.02656455592105263,Fraction Faceoff (fraction intervention) with instruction in decimal magnitude vs. Control,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher compiled,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
89,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,290,344,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in additive word problems vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,89179,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"0-1 Decimal Number Line Task (Malone, Kelley, & Fuchs, 2014, adapted from Siegler et al., 2011)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,73,76,149,319,0.398,0.16464765702350168,0.02738808192080827,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
89,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,291,345,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in additive word problems vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,89179,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,0-2 Fraction Number Line,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,73,76,149,320,0.839,0.17006111073725697,0.029218675880539814,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,independent,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
89,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,292,346,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in additive word problems vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,89179,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Decimal Magnitude Assessment—dissimilar items only (Malone et al., 2019)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,73,76,149,321,0.015,0.16304435181820692,0.026857279907385453,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
89,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,293,347,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in additive word problems vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,89179,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"Decimal Magnitude Assessment—similar items only (Malone et al., 2019)",Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,73,76,149,322,0.031,0.16305184843486548,0.02685974970604317,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
89,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,294,348,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in additive word problems vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,89179,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Fraction calculations from the fraction battery-revised,Rational Numbers,Rational Numbers Computation,3,73,76,149,323,2.143,0.20453971871369736,0.04226742755839216,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
89,NA,1,MI30062,IN,MWOR,Main,R,NA,NA,295,349,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in additive word problems vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,89179,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Fraction word problems from the fraction battery-revised,Rational Numbers,Rational Numbers Word Problems/Problem Solving,3,73,76,149,324,0.695,0.16789007433380712,0.02847741413557337,NA,NA,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
89,Unique,1,MI30062,IN,MWOR,Main,R,Unique,NA,296,350,TO1,"Malone, A. S., Fuchs, L. S., Sterba, S. K., Fuchs, D., & Foreman-Murray, L. (2019). Does an integrated focus on fractions and decimals improve at-risk students’ rational number magnitude performance?. Contemporary Educational Psychology, 59, 101782.",Fraction Faceoff (fraction intervention) with instruction in additive word problems vs. Control,NA,Malone et al. (2019),NA,2019,Malone et al. (2019),Match,Randomized Control Trial,89179,Unique,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,"National Assessment of Education Progress, 22 selected items (Malone et al., 2019)",Rational Numbers,Rational Numbers Knowledge,3,73,76,149,325,0.453,0.16511908854653126,0.02754514567919753,Fraction Faceoff (fraction intervention) with instruction in additive word problems vs. Control,225,0,NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV  + FF or FWOF + RS or RV,BAU,58,12,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,21,,2,,4,,None,,researcher compiled,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
90,NA,1,MI40006,IN,MWOR,Main,R,NA,NA,214,258,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with conceptual activities vs. Control,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,82135,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Fraction Calculations,Rational Numbers,Rational Numbers Computation,3,79,80,159,326,1.369,0.1753721192542902,0.03105181589841573,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+RS,BAU,X,X,TV,BAU,NL+TES+RS+TV,BAU,N or NL + TES or SEO + VF or TV or RS or RV,BAU,49,14,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,18,,3,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,NA,NA,0,0,0,NA,NA,-1,0,1,0,0
90,NA,1,MI40006,IN,MWOR,Main,R,NA,NA,215,259,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with conceptual activities vs. Control,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,82135,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Fraction Number Line,Rational Numbers,Rational Numbers Magnitude Understanding/Relative Magnitude Understanding,3,79,80,159,327,1.211,0.17171409648596944,0.0297699291059629,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+RS,BAU,X,X,TV,BAU,NL+TES+RS+TV,BAU,N or NL + TES or SEO + VF or TV or RS or RV,BAU,49,14,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,18,,3,,4,,None,,independent,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,NA,NA,0,0,0,NA,NA,-1,0,1,0,0
90,Unique,1,MI40006,IN,MWOR,Main,R,NA,NA,216,260,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with conceptual activities vs. Control,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,82135,Unique,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,National Assessment of Educational Progress (NAEP) selected items,Rational Numbers,Rational Numbers Knowledge,3,79,80,159,328,0.637,0.1618081487747937,0.026434230992755353,Fraction Faceoff (fraction intervention) with conceptual activities vs. Control,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+RS,BAU,X,X,TV,BAU,NL+TES+RS+TV,BAU,N or NL + TES or SEO + VF or TV or RS or RV,BAU,49,14,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,18,,3,,4,,None,,researcher compiled,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,NA,NA,0,0,0,NA,NA,-1,0,1,0,0
91,NA,1,MI40006,IN,MWOR,Main,R,NA,NA,217,261,TO1,"Fuchs, L. S., Schumacher, R. F., Sterba, S. K., Long, J., Namkung, J., Malone, A., . . . Changas, P. (2014). Does working memory moderate the effects of Fraction intervention? An aptitude-treatment interaction. Journal of Educational Psychology, 106(2), 499-514. doi:10.1037/a0034341",Fraction Faceoff (fraction intervention) with fluency building activities vs. Control,NA,"Fuchs, Schumacher et al. (2014)",Fuchs et al. (2014),2014,"Fuchs, Schumacher et al. (2014)",Match,Randomized Control Trial,86189,NA,NA,NO,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Fraction Calculations,Rational Numbers,Rational Numbers Computation,3,84,80,164,329,1.445,0.17460240310954314,0.030770691782810687,NA,NA,0,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,,,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL+SE+FF+RS,BAU,X,X,TV,BAU,NL+TES+FF+RS+TV,BAU,N or NL + TES or SEO + VF or TV + FF or FWOF + RS or RV,BAU,49,14,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,,,,,18,,3,,4,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,1,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,3,2,NA,NA,0,0,0,NA,NA,-1,1,0,0,0
